"tool","cutting_depth_ai","tool_diameter_d","diameter_ae","feed_vel_f","revol_n","num_of_inserts_z","feet_per_insert_fz","cut_vel_vc","energy","time","distance"
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11402.101104753,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11374.4262689432,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11397.365245169,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11388.0066762474,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11359.7511239194,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11400.8955347043,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11378.4548141617,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11233.029369103,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5904.97011500753,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11361.2993824341,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11333.4229245939,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11359.0323211453,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11361.5548730512,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11341.9209758407,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11394.2282059746,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11386.5585250944,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11235.1087066684,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5894.41591456849,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11366.0625649307,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11343.2906259345,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11359.9928909932,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11367.4576247352,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11340.7104802173,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11388.4849076988,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11378.6333903893,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11224.9277139425,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5876.49031795829,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11301.2333511712,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11299.2547924277,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11374.6686522887,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11365.0704778434,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11341.2025961785,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11391.1660851853,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11374.5595491996,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11222.9029348202,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5957.53687371804,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11411.0834167962,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11381.1889450254,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11379.5736968553,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11378.0470354449,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11368.0695365598,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11412.7981882496,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11409.3352976844,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11230.729305084,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5933.5075426604,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11385.8359832986,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11381.7277274726,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11398.3575392132,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11401.212417942,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11398.548215522,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11433.3702533712,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11427.931213961,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11251.6359183662,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5895.85233816275,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11393.9312227946,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11390.7463535565,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11374.3657869331,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11391.6306528809,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11381.8904829934,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11426.5577374636,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11414.3911356619,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11234.7976964082,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,6025.68568567043,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11390.2184662415,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11371.9629711029,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11397.2508577798,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11389.1221234561,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11389.4550849468,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11432.0865133944,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11440.6762741509,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11255.3883370632,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5990.74970653919,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11397.7428909583,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11370.9543688534,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11355.3202222553,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11379.4797292156,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11357.5871409738,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11406.5795099288,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11387.5996057831,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11206.7631556745,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5845.52577313382,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11358.8441191214,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11351.5207001633,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11369.9665588758,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11407.1036950145,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11399.1215321805,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11441.5600905758,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11437.2782852758,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11229.079145581,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5884.95560562514,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11400.6824242654,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11385.4153042671,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11396.7401662853,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11400.6542413319,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11404.6409122671,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11453.0692040403,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11434.4630456957,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11219.025229003,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5866.8306773078,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11194.5692263612,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11416.9664109929,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11393.7630725967,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11437.7247787338,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11436.276112488,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11410.9637727013,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11449.9601868129,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11444.9181229682,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11220.5328595748,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5912.29285790635,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11409.6072850676,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11374.2674180096,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11398.3938808483,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11393.3548983622,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11376.3058240952,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11417.4232155045,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11419.9995164221,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11219.1555796692,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5899.08910759725,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11467.0089897364,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11404.0786057167,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11401.6901710929,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11409.6510173642,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11395.6503541404,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11457.6411997343,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11439.9629396385,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11233.7544403723,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5970.77014068296,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,13395.7352571335,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,13327.9745537925,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,13339.3470434965,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,13315.1558951227,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,13318.5180988469,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,13355.1600100715,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,13315.2575339656,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,13302.4850634814,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,12872.5789393327,9.568,0.151333866666667
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11904.576023241,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11874.3793851691,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11907.8763146527,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11912.9335507391,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11907.0248938844,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11954.084528957,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11938.3398719627,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11932.0536475024,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11665.9431050374,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5877.91264548679,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11941.3976558548,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11901.7624715095,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11914.2998297347,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11902.6287563838,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11899.7086310367,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11930.2107881117,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11914.3730005035,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11906.8452230846,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11614.4496157153,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5910.77111287259,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11919.3179785575,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11855.2875955135,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11873.0689109573,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11880.1788423549,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11866.4402785725,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11933.0332849811,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11898.262241317,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11882.6649560458,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11592.9339834065,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5784.12184816666,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11904.4545303309,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11868.3997834822,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11875.7002716136,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11888.2011456333,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11887.3299903729,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11937.3202228127,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11933.7011165654,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11936.2727586527,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11642.1509282138,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5812.19667191509,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11862.8782740389,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11852.2829857527,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11873.1373631083,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11911.1907527198,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11901.1244141275,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11943.0444718538,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11913.7896441349,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11907.4872908319,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11610.307262587,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5787.58192871675,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11953.081588129,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11919.6337948172,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11955.7439233377,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11987.3833086875,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11993.3164324492,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,12024.3565855351,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11991.9853867195,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,12017.821810413,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11720.3153007284,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5873.73920283005,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11835.7198647297,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11820.7596664426,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11866.7143309258,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11889.3764171889,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11892.6729741781,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11931.5515194253,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11921.8309874499,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11913.4951674331,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11636.1844521946,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5803.60530149361,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,12025.7491894508,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11952.7095393747,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11980.4208088005,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,12003.0812991958,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11992.1975405576,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,12026.1786894462,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11976.6819434822,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11953.9616195418,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11673.3527560455,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,5823.8823288303,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11978.5232345993,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11950.8757538952,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,11977.709985885,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,12008.1612085626,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,12015.2611692357,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,12073.8449152509,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,12047.5795618434,9.608,0.151966533333333
"wsp1030",0.002,0.04,0.03,0.0158166666666667,2108,3,0.00015,0.265,12023.433723238,9.608,0.151966533333333
